id,signal_id,sender,message,timestamp,qualification_score,qualification_reason,pradeep review comments - yes / no
ead19e0a-5d15-459a-917c-e9f8b70e7ced,8933,Daily Badminton Update: ~ Ganesh Pandian 🫰🏾,I will start from home in another 5 mins.,2026-07-04T00:55:05.481+00:00,40,review_needed,No
e4f3108c-61f2-4f4f-96b6-7e797f3602dc,8934,Daily Badminton Update (2 messages): ~ Arun Kumar,Me varun and venkat reached,2026-07-04T01:03:58.461+00:00,40,review_needed,No
02422dcd-6345-4ea0-8c4c-b3429417d671,8935,Daily Badminton Update: ~ Ganesh Pandian 🫰🏾,Guys pls share me the payment snap once done.,2026-07-04T03:10:45.531+00:00,40,review_needed,No
173a693d-8aa9-4a6c-855e-319a1e0da144,8936,Daily Badminton Update (2 messages): ~ Ganesh Pandian 🫰🏾,For this month,2026-07-04T03:10:59.011+00:00,40,review_needed,No
b6657ec3-d824-4bff-83a1-d19c7aca182d,8937,Daily Badminton Update (3 messages): ~ Imtiaz,FYI,2026-07-04T03:11:00.079+00:00,40,review_needed,No
3a943333-23fe-44c4-89df-a11c5651d000,8938,Daily Badminton Update (4 messages): ~ Imtiaz,What is the share,2026-07-04T03:11:13.574+00:00,40,review_needed,No
b8f7fd42-1d6d-4d75-a89f-4253034b7705,8939,Daily Badminton Update (5 messages): ~ Ganesh Pandian 🫰🏾,Not you bro. Monthly payments for our people due,2026-07-04T03:11:53.061+00:00,40,review_needed,No
bce3ec5b-f222-42f2-beab-1cb2198cd7f3,8941,Daily Badminton Update (7 messages): ~ Arun Kumar,Monthly paid @⁨~Ganesh Pandian 🫰🏾⁩,2026-07-04T03:20:37.776+00:00,40,review_needed,No
a1e05714-7439-45bf-830b-907643638ac8,8942,Daily Badminton Update (8 messages): ~ Imtiaz,https://amzn.in/d/05Uow8sf good offer pricing,2026-07-04T03:22:18.105+00:00,40,review_needed,No
8a4ae52c-7398-4e4b-ac70-b341a6a859c3,8943,Daily Badminton Update (8 messages): ~ Imtiaz,https://amzn.in/d/05Uow8sf good offer pricing for ankle weights,2026-07-04T03:22:50.792+00:00,40,review_needed,No
42bab4e2-c042-48ce-b315-ae692c3846e4,8944,Harish,"Enema kuduka poranga to prep for colonoscopy at 6 pm today 

Let see If it comes out in enema  itself",2026-07-04T03:38:44.88+00:00,40,review_needed,No
7c70358e-5189-48aa-bf08-9c50a0afb1e9,8945,Harish: Harish,"Reacted 👍 to ""okay Harish. Hope it does not require colonoscopy .""",2026-07-04T04:31:03.511+00:00,40,review_needed,No
add9d4f7-2ad0-4a0f-9bd2-8cf5c3de9277,8946,Harish,"Reacted 👍 to ""okay Harish. Hope it does not require colonoscopy .""",2026-07-04T04:31:03.506+00:00,40,review_needed,No
924f13c1-7143-4992-8867-7595b7225c92,8947,Nag Sittapa Alt,📷 Photo,2026-07-04T04:35:20.626+00:00,40,review_needed,No
81b14cf3-9a0e-49c6-8bb1-0272ef3489fb,8948,Family 🙂: Aappa,📷 3 photos,2026-07-04T06:19:25.153+00:00,40,review_needed,Yes - FYI 
115a46d7-8f58-4ea2-b268-53390b793b83,8949,Family 🙂 (3 messages): Aappa,📷 Photo,2026-07-04T06:47:29.571+00:00,40,review_needed,No
082edd06-2e8c-4c6e-9dfb-b3fa5f18f71b,8950,Reserve Bank of India,"📷 💰 பழைய வங்கிக் கணக்குகளில் பணத்தை மறந்துவிட்டீர்களா?

அதை திரும்ப பெற RBI உங்களுக்கு உதவும்!

உங்களுடைய அல்லது உங்கள் குடும்பத்தின் வங்கி கணக்கு 10+ ஆண்டுகளாகச் செயல்படாமல் இருந்தால், அந்த பணம் RBI-யின் வைப்பாளர் கல்வி மற்றும் விழிப்புணர்வு (DEA) நிதியில் இருக்கலாம் — ஆனால் நீங்கள் அதை இன்னும் கோரலாம்.

👉 கோரப்படாத வைப்புகளைச் சரிபார்க்க: https://udgam.rbi.org.in

✅ உங்கள் வங்கியின் எந்தக் கிளைக்கும் செல்லுங்கள்

✅ KYC சமர்ப்பிக்கவும் (ஆதார், பாஸ்போர்ட், வாக்காளர் அடையாள அட்டை, அல்லது ஓட்டுநர் உரிமம்)

✅ உங்கள் பணத்தைத் திரும்பப் பெறுங்கள் (வட்டியுடன், பொருந்தினால்*)

🔒 ரிசர்வ் வங்கி (RBI) சொல்கிறது - விவரமா இருங்க, விழிப்புடன் இருங்க!",2026-07-04T07:17:01.359+00:00,40,review_needed,No
a5787696-718c-4a86-9bdb-d3d7bf3a3bb1,8951,Reserve Bank of India,"📷 💰 பழைய வங்கிக் கணக்குகளில் பணத்தை மறந்துவிட்டீர்களா?

அதை திரும்ப பெற RBI உங்களுக்கு உதவும்!

உங்களுடைய அல்லது உங்கள் குடும்பத்தின் வங்கி கணக்கு 10+ ஆண்டுகளாகச் செயல்படாமல் இருந்தால், அந்த பணம் RBI-யின் வைப்பாளர் கல்வி மற்றும் விழிப்புணர்வு (DEA) நிதியில் இருக்கலாம் — ஆனால் நீங்கள் அதை இன்னும் கோரலாம்.

👉 கோரப்படாத வைப்புகளைச் சரிபார்க்க: https://udgam.rbi.org.in

✅ உங்கள் வங்கியின் எந்தக் கிளைக்கும் செல்லுங்கள்

✅ KYC சமர்ப்பிக்கவும் (ஆதார், பாஸ்போர்ட், வாக்காளர் அடையாள அட்டை, அல்லது ஓட்டுநர் உரிமம்)

✅ உங்கள் பணத்தைத் திரும்பப் பெறுங்கள் (வட்டியுடன், பொருந்தினால்*)

🔒 ரிசர்வ் வங்கி (RBI) சொல்கிறது - விவரமா இருங்க, விழிப்புடன் இருங்க!",2026-07-04T09:00:37.744+00:00,40,review_needed,No
49bc41e5-3710-4622-a754-50802b3b413b,8952,ClearTax,"📷 Only 28 days left to file your ITR. Don’t wait till the last minute. File your ITR with ClearTax for 100% accuracy and maximum refund confidence.

🔥 Weekend Special: Get FLAT 70% OFF on ITR filing with code MAX70. Valid for the next 24 hours only.

Why 8M+ taxpayers trust ClearTax?
✅100% Accurate Filing with smart error checks
✅Auto-fill from Form 16, AIS & 26AS (zero manual entry)
✅Right tax regime & ITR form selection for maximum refund
✅Free end-to-end notice support after filing

Avoid last-minute stress, penalties & rushed mistakes. Team ClearTax",2026-07-04T09:00:37.775+00:00,40,review_needed,No
147a4340-df84-4589-8b31-3b7364d084f4,8955,Prime Video India,"📷 Project Hail Mary Has Landed 🚀

Ryan Gosling leads an unforgettable space adventure.

Big laughs. Big heart. Bigger discoveries.

Join Prime at ₹1̶4̶9̶9̶ ₹999/year* & watch now. Hurry, offer valid till 6th July!

Start watching new releases, award-winning Originals, sports, and more on Prime Video. Reply STOP to unsubscribe from notifications",2026-07-04T09:52:48.766+00:00,40,review_needed,No
00f93a80-0aca-4825-a441-897f99268a1d,8956,Harish,📷 Photo,2026-07-04T14:50:55.198+00:00,40,review_needed,No
07cdbae1-7e50-4fe0-8b7f-f3a752874489,8957,Harish,Have food,2026-07-04T14:55:57.915+00:00,40,review_needed,No
b5bece12-6aff-4667-8467-269c5971aea7,8959,Daily Badminton Update: ~ Ganesh Pandian 🫰🏾,Started from home will reach in 5mins,2026-07-05T01:05:29.848+00:00,40,review_needed,No
a6e8427b-178a-4368-9962-aafb89030d6e,8960,Daily Badminton Update: ~ Ganesh Pandian 🫰🏾,Reached,2026-07-05T01:15:02.902+00:00,40,review_needed,No
86a14c90-5c73-483f-b781-567fa70f0a17,8961,Daily Badminton Update (2 messages): ~ Ganesh Pandian 🫰🏾,Come soon guys,2026-07-05T01:15:08.873+00:00,40,review_needed,No
038d2997-ccfa-4e30-8195-dc908d02712c,8962,Nag Sittapa Alt,📷 Photo,2026-07-05T02:20:28.737+00:00,40,review_needed,No
d852bb4f-7097-40aa-9b5b-0089e9a62ca6,8963,Couldn't complete backup,Tap for more info,2026-07-05T03:42:39.256+00:00,40,review_needed,No
6e0e959f-e52e-41de-832a-cffc58b32fd7,8964,Couldn't complete backup,Tap for more info,2026-07-05T03:49:17.47+00:00,40,review_needed,No
90636caf-037e-4f49-8d41-864990fda525,8965,Couldn't complete backup,Tap for more info,2026-07-05T04:01:10.182+00:00,40,review_needed,No
ecfd0aa1-e351-4e98-99e1-22c0d372202e,8966,Daily Badminton Update: ~ Imtiaz,Good game guys today let’s meet tomorrow,2026-07-05T04:15:26.215+00:00,40,review_needed,No
0400e9d7-5b82-4f46-b642-293415df46a7,8967,Daily Badminton Update (2 messages): ~ VKK,Let's meet next week 🙏,2026-07-05T04:15:52.365+00:00,40,review_needed,No
1be33cdd-b7d6-4bfc-b5dc-12aa46f77f2e,8968,Couldn't complete backup,Tap for more info,2026-07-05T04:30:02.982+00:00,40,review_needed,No
0e5f7052-01f6-406f-be0e-5d443947fb0e,8969,Couldn't complete backup,Tap for more info,2026-07-05T05:43:43.976+00:00,40,review_needed,No
2b14d071-04f4-4c9a-a7c0-6178491b2f44,8970,Daily Badminton Update: Naveen Rao,🍾🍾🍾,2026-07-05T06:14:35.438+00:00,40,review_needed,No
aefc3275-e32d-4900-8e15-deeb8e51cef4,8991,Amazon,"📷 🔥 Amazon Prime Day | Half Price Store

🔥 Minimum 50% OFF on handpicked top-rated items for you

👉 Shop Now - https://www.amazon.in/wpi

💳 10% Instant Discount - Axis Bank | SBI Debit Card | SBI Card*

*T&C Apply, visit Amazon.in Reply STOP to unsubscribe",2026-07-05T13:57:07.019+00:00,25,financial_preservation_override,No
88bd3a3c-0c9c-4fa7-8ec6-0e87ca402094,8993,Harish,"🔗 Chennai Version | Prasannakumar on Instagram: ""🤯😳😭😭

The Royal Challengers Bengaluru entered IPL 2026 with renewed confidence after finally ending years of heartbreak and building a balanced squad around experienced stars and young match-winners. Under strong leadership and an aggressive batting approach, RCB focused on improving their bowling depth and consistency in pressure situations. Fans once again packed stadiums with high expectations as the franchise aimed to continue its transformation from an entertaining side into a serious title contender. With intense rivalries, emotional fan support, and a fresh tactical mindset, IPL 2026 became another important chapter in RCB's journey toward establishing a lasting legacy in the tournament.

#ipl #rcb #viratkohli #tamilcricketmemes"" (www.instagram.com)",2026-07-05T17:46:14.594+00:00,40,review_needed,No
4a8b099e-0b92-43a2-b7d2-fe7bea4bf7e9,8994,Aappa,Reached home,2026-07-06T00:27:52.218+00:00,40,review_needed,No
0c310a69-c0f8-4caf-ab1e-4e45ec52d03f,8995,Daily Badminton Update: ~ Pradeep,👍🏼,2026-07-06T01:09:09.21+00:00,40,review_needed,No
0cbd52ef-42a5-46ce-908f-be01ff0051eb,8996,Nag Sittapa Alt,📷 Photo,2026-07-06T02:57:07.815+00:00,40,review_needed,No
238431f7-e65b-4981-9056-cbff0984da89,8997,Pammal 73057 Spr,🔗 New Modern 2BHK House Tour Tamil | Dream Home Ideas 2026 (youtu.be),2026-07-06T07:15:48.399+00:00,40,review_needed,No
1dad61bb-0444-49c8-a908-1582628745a6,8998,ABC,Raguvaran Mama added you,2026-07-06T07:42:15.176+00:00,40,review_needed,No
d0a6af9c-9754-4ac9-86d1-df296a28a45b,8999,ABC: ABC,Raguvaran Mama added you,2026-07-06T07:42:15.169+00:00,40,review_needed,No
e09941de-ae05-4bcc-8b38-c2882275ebfa,9009,Amazon Now: Your Amazon Now order,406-8472581-9792369 has been delivered in 14 mins!,2026-07-06T14:23:40.447+00:00,40,review_needed,No
0fe99a2b-1a48-411e-9224-938c206b782e,9010,Sundar T1,Ok pradeep,2026-07-06T15:04:42.597+00:00,40,review_needed,No
ccf3cf55-f2ee-47b3-b124-67f1006b45f2,9013,SRI PATATHUARASI AMMAN FLAT: Gokul F1,I think other than centre gate everything need to lock it,2026-07-06T17:21:53.953+00:00,40,review_needed,Yes - FYI 
df468ba6-30ac-4917-ba1f-0b7b0418b936,9014,SRI PATATHUARASI AMMAN FLAT: Gokul F1,Now also @⁨Sundar T1⁩ parking gate is open.,2026-07-06T17:22:47.99+00:00,40,review_needed,Yes - FYI 
282489a5-e42f-468e-aeec-7e73fe862f81,9016,Daily Badminton Update: ~ Arun Kumar,On d way,2026-07-07T01:18:51.936+00:00,40,review_needed,No
9c130af9-6213-4774-98a7-e6c67a8911c0,9017,Nag Sittapa Alt,📷 Photo,2026-07-07T02:39:50.66+00:00,40,review_needed,No
a21d553a-421c-4f05-9afd-ecf9b435baa9,9019,JD’s Team Chennai: ~ Sriram Balakrishnan,Have some good chocolates.. from germany. Let's meet tomorrow at cafeteria,2026-07-07T06:03:42.261+00:00,40,review_needed,Yes - FYI 
a4b58644-8744-4072-b679-505c4c312f3c,9020,GOPAL S F2,Received thank you sir,2026-07-07T07:05:38.573+00:00,40,review_needed,Yes - FYI 
78225955-7310-4ee0-be74-638866a69d12,9021,Amazon: 📷 Deal Alert,"Deal alert on your wishlist item 😍

Save 48% on Cockatoo Rat&Cat Series Happy-Hooper Kick... 

Act fast, this deal won’t last! ⚡️

*T&C apply, visit Amazon.in Reply STOP to unsubscribe",2026-07-07T07:53:18.419+00:00,40,review_needed,No
bc5edbce-130f-456f-afaf-bcc0a9b01f7b,9027,Family 🙂: Shobana,Reached home,2026-07-07T08:43:57.48+00:00,40,review_needed,Yes - FYI 
3c7d9751-b6da-4a98-8951-82eada54fef7,9028,Daily Badminton Update: Naveen Rao,📷 Photo,2026-07-07T10:17:45.257+00:00,40,review_needed,No
47d280e7-fe46-489e-8976-9f18da201aa0,9029,Senthil RFC,"Reacted 👍 to ""📷 Photo""",2026-07-07T11:42:13.83+00:00,40,review_needed,No
8350d635-848b-4c04-b626-68b91ebb8188,9030,Senthil RFC: Senthil RFC,"Reacted 👍 to ""📷 Photo""",2026-07-07T11:42:13.834+00:00,40,review_needed,No
3c13bbb5-09d3-450c-a39a-476d305b42e3,9031,Senthil RFC,"Reacted 👍 to ""📷 Filter and feeder setup""",2026-07-07T12:02:36.767+00:00,40,review_needed,No
a8c6f02a-3372-434b-94f4-76baeb1dd569,9032,Senthil RFC: Senthil RFC,"Reacted 👍 to ""📷 Filter and feeder setup""",2026-07-07T12:02:36.779+00:00,40,review_needed,No
b2ae01a1-7460-4d4a-a047-85a4c04eedb9,9033,+91 97039 92722,"Hi Pradeep, What’s your suggestion. Need a friendly advice. At this point I am really confused what to do.",2026-07-07T12:14:20.304+00:00,40,review_needed,Yes - To-Do
f2eebb02-3cee-448d-9749-46199e933eb7,9034,+91 97039 92722,Okay Pradeep.,2026-07-07T12:15:27.322+00:00,40,review_needed,No
fd505d84-6b1c-471b-a79f-c0b7da489654,9036,Daily Badminton Update (2 messages): ~ Imtiaz,My payment is also done,2026-07-07T13:48:49.222+00:00,40,review_needed,No
a299d160-2320-43b1-9094-b24832215f53,9043,Nag Sittapa Alt,📷 Photo,2026-07-08T02:11:56.44+00:00,40,review_needed,No
da119086-3e48-4ee2-99e9-81cf232f9ced,9044,JD’s Team Chennai (2 messages): ~ Sriram Balakrishnan,Folks.. I am at 8.187F,2026-07-08T05:53:21.888+00:00,40,review_needed,No
be356a92-33a3-4f38-988c-04dd3dd2a7e1,9045,JD’s Team Chennai (2 messages): ~ Sriram Balakrishnan,If u guys there. Let's meet at 12.45,2026-07-08T05:53:21.914+00:00,40,review_needed,No
0bf952c9-8dcb-4bb1-bacf-f35d4cb604bb,9046,JD’s Team Chennai: ~ Sriram Balakrishnan,Folks.. I am at 8.187F,2026-07-08T05:53:21.891+00:00,40,review_needed,No
cded1e53-e1e6-4e13-b77c-5c1a8be64b89,9047,Family 🙂: Aappa,😟,2026-07-08T08:27:55.497+00:00,40,review_needed,No
7b55e8cc-6188-474f-ab94-4a4d4211d462,9049,WhatsApp,Sending…,2026-07-08T15:40:12.454+00:00,40,review_needed,No
76ed7e77-8aba-48d8-9fd0-a2695ac78cb6,9050,WhatsApp,Sending file to +91 94865 62584,2026-07-08T15:40:12.472+00:00,40,review_needed,No
c76e33df-3633-4f47-add8-34a370ba1a13,9051,Daily Badminton Update: Naveen Rao,Im here,2026-07-09T01:19:32.477+00:00,40,review_needed,No
5f38e8cc-10c3-462d-803e-51877d311804,9052,Nag Sittapa Alt,📷 Photo,2026-07-09T03:43:37.011+00:00,40,review_needed,No
1ae236a1-812e-40f6-954c-d77afc9630c1,9054,Harish,Redington Enterprise Data Architect Role,2026-07-09T11:08:42.808+00:00,40,review_needed,Yes - FYI 
46b15e5d-9aec-4d24-b3af-738d147c66c2,9055,Harish,Looks like they are starting just now,2026-07-09T11:08:51.701+00:00,40,review_needed,No
89379438-dae2-4430-8e78-2dfbe869e0fa,9056,Harish,Will I be able to handle that ??,2026-07-09T11:09:01.923+00:00,40,review_needed,No
daa4f791-5ccf-45ae-838b-df76acf9fcb0,9057,Harish,"Reacted 👍 to ""I think it is a right place .. you will have lot of responsibility but it would be greenfield and better for you in long run.""",2026-07-09T11:24:24.841+00:00,40,review_needed,No
bbb94a71-3299-47e4-872d-8f3909883571,9058,Harish: Harish,"Reacted 👍 to ""I think it is a right place .. you will have lot of responsibility but it would be greenfield and better for you in long run.""",2026-07-09T11:24:24.846+00:00,40,review_needed,No
89b6aba1-36d3-4061-bda7-e24d6288d6f6,9059,Harish,Initial days will be tough,2026-07-09T11:24:25.35+00:00,40,review_needed,No
c8ede248-7428-4cc4-829f-9613cfc33525,9060,Harish,But once settle it will go for minimum 5 to 10 years,2026-07-09T11:24:42.102+00:00,40,review_needed,No
